_id	senselabel	country	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.ppmi.x	LeNC77.ppmi.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.MaxWeight	LeNC44.ppmi.SummedWeights	LeNC44.ppmi.Non-zeroWeights	LeNC44.ppmi.MaxWeightedWord	_text	LeNC44.L1LLR.MaxWeight	LeNC44.L1LLR.SummedWeights	LeNC44.L1LLR.Non-zeroWeights	LeNC44.L1LLR.MaxWeightedWord	LeNC44.L1LLRx5.MaxWeight	LeNC44.L1LLRx5.SummedWeights	LeNC44.L1LLRx5.Non-zeroWeights	LeNC44.L1LLRx5.MaxWeightedWord	LeNC77.ppmi.MaxWeight	LeNC77.ppmi.SummedWeights	LeNC77.ppmi.Non-zeroWeights	LeNC77.ppmi.MaxWeightedWord	LeNC77.L1LLR.MaxWeight	LeNC77.L1LLR.SummedWeights	LeNC77.L1LLR.Non-zeroWeights	LeNC77.L1LLR.MaxWeightedWord	LeNC77.L1LLRx5.MaxWeight	LeNC77.L1LLRx5.SummedWeights	LeNC77.L1LLRx5.Non-zeroWeights	LeNC77.L1LLRx5.MaxWeightedWord
koper/noun/LN_20031213_01/201186	"""copper"""	BE	20.6465599484	6.1652049134	8.1688962576	-14.1151230589	-12.8153968269	-3.6512398114	3.5299161199	-12.7067357474	-0.2689725595	11.051598701	10.6119388361	-4.917527188	6.77	7.5	3	tin(6.77)	"Je kan er eindejaarsgeschenken aan een zacht prijsje op de kop tikken zoals onder meer vazen , kandelaars , glazen , borden , tassen , koffiekannen , <font color=""red"">koper</font> , tin , kristal en horloges tot zelfs salons , eetplaatsen en kinderkamers ."	5.45	12.04	3	tin(5.45)	7.05	16.69	3	tin(7.05)	6.35	8.97	4	tin(6.35)	5.51	13.85	4	tin(5.51)	7.12	19.98	4	tin(7.12)
koper/noun/LN_20040205_01/166352	"""buyer"""	BE	2.5665935642	0.882061183	2.0656065833	-1.342686906	-0.6671273446	-1.0851267981	1.7699825493	-0.9824903112	1.1769819475	1.5452280198	1.2487405477	-0.6173057031	2.33	7.02	9	verkochten(2.33)	"Er was minder aanvoer , er waren minder <font color=""red"">kopers</font> en de mensen die verkochten , moesten soms tot zestien weken wachten op hun geld "" , reageert Stijn Uyttendaele van de vakbond ACV verontwaardigd ."	6.46	34.43	9	de(6.46)	8.07	48.53	9	de(8.07)	2.33	5.86	10	verkochten(2.33)	6.18	33.69	10	verkochten(6.18)	7.79	48.22	10	verkochten(7.79)
koper/noun/LN_20050108_01/25287	"""buyer"""	BE	1.4077821108	0.4508499981	3.362956137	-0.462376173	-1.364362473	-1.4736176353	1.0933707732	0.0433525943	1.4501918226	1.6915118108	1.1448699468	-0.7445598101	1.75	5.56	8	handelaar(1.75)	"De handelaar ontmoet de <font color=""red"">koper</font> in november in een hotel in Elsene ."	6.46	25.73	8	De(6.46)	8.07	36.97	8	De(8.07)	1.82	5.54	9	kopen(1.82)	6.1	27.88	9	De(6.1)	7.71	41.09	9	De(7.71)
koper/noun/LN_20050311_01/42306	"""buyer"""	BE	0.2020226767	0.5578044684	0.4170157526	0.0797881157	0.0255952933	0.8593189497	-6.8924110688	4.6018153431	0.2348149312	0.8597001291	0.5602245113	0.873224062	0.58	2.82	8	&(0.58)	"De <font color=""red"">kopers</font> willen er een Bed & Breakfast van maken ."	6.46	30.42	8	De(6.46)	8.07	42.77	8	De(8.07)	3.74	6.33	10	conciërgewoning(3.74)	6.1	34.34	10	De(6.1)	7.71	49.58	10	De(7.71)
koper/noun/LN_20050917_01/242796	"""buyer"""	BE	-0.5039060093	1.3067876427	1.3372157681	0.2449227599	-0.1826567527	0.0106877493	-0.5940994275	1.073947198	0.6493609026	1.0486995295	0.4256178276	0.1337585653	1.44	2.99	6	als(1.44)	"Op donderdag 22 september hebben de <font color=""red"">kopers</font> de laatste kans om een boek op de kop te tikken ."	6.46	20.42	6	de(6.46)	8.07	29.37	6	de(8.07)	1.04	2.45	8	als(1.04)	6.1	19.79	8	de(6.1)	7.71	29.92	8	de(7.71)
koper/noun/NB_19990126_01/229256	"""buyer"""	BE	-2.5032001474	2.9411147882	1.5313040648	1.6043498937	1.0062510431	-0.6127366822	0.3388905222	4.5724936512	1.1346986571	0.4248350215	-0.1063025228	-0.0478818922	3.62	6.52	9	huurders(3.62)	"In de nieuwe Vlaamse wooncode is voorzien dat een sociale bouwmaatschappij de banden met zijn <font color=""red"">kopers</font> en huurders vooral op communicatief vlak moet aanhalen ."	6.46	34.98	9	de(6.46)	8.07	48.17	9	de(8.07)	3.06	5.68	9	huurders(3.06)	6.1	33.82	9	de(6.1)	7.71	47.44	9	de(7.71)
koper/noun/NB_19990714_01/82728	"""buyer"""	BE	-0.9975191248	-0.4865047226	0.3922247386	0.6253118118	0.7864690016	0.5925130237	-1.5834710475	-0.3890466248	0.36161978	0.5361074793	0.2820553918	0.7938272419	2.13	9.08	12	vuurwapens(2.13)	"Voor de <font color=""red"">koper</font> zou een vergunning , die zijn foto moet dragen , verplichtend worden die hij enkel kan bekomen als zijn achtergrond is nagegaan , als blijkt dat hij geen strafregister heeft , dat hij niet geestesziek is en dat hij de veiligheidsvoorzorgen voor wapens kent ."	6.46	39.74	12	de(6.46)	8.07	57.41	12	de(8.07)	1.98	7.16	12	vuurwapens(1.98)	6.1	38.18	12	de(6.1)	7.71	55.55	12	de(7.71)
koper/noun/NB_19991001_01/252691	"""buyer"""	BE	2.125609514	-0.4746062771	0.9402442962	-3.6921419373	-3.804501688	1.4707562412	2.2068672191	0.0239639157	-0.5349242124	2.8733894586	3.8221633332	0.6008134608	2.35	9.04	10	online(2.35)	"De online <font color=""red"">koper</font> bestelt gemiddeld 8 tot 9 keer op het Net ."	6.46	24.02	10	De(6.46)	8.07	38.21	10	De(8.07)	1.79	7.47	11	online(1.79)	6.1	23.78	10	De(6.1)	7.71	38.09	10	De(7.71)
koper/noun/NB_19991030_01/61814	"""buyer"""	BE	1.2667868977	0.3668675017	5.0029171925	4.2748107165	2.177917271	-3.7728952442	1.6575425175	0.2275204002	3.6087743119	-0.130521236	-0.8666979558	-2.3777039818	2.33	5.82	11	verkopen(2.33)	"Daarom moet er een clausule opgelegd worden dat <font color=""red"">kopers</font> dertig jaar eigenaar moeten blijven ."	5.63	28.73	11	verkopen(5.63)	7.24	43.28	11	verkopen(7.24)	2.38	8.18	11	clausule(2.38)	6.18	34.83	11	verkopen(6.18)	7.79	51.75	11	verkopen(7.79)
koper/noun/NB_20000126_01/48478	"""copper"""	BE	4.0064490364	15.0544114578	-2.7878271416	-5.7465934013	-5.1399788305	5.0306206653	-9.4093612396	-10.1790061421	-2.9039631329	3.0717971046	3.0405401203	5.5970513756	5.19	12.2	7	houtblazers(5.19)	"We houden het bij houtblazers , zoals fluit en klarinet , <font color=""red"">kopers</font> , met de hoorn , trompet en trombone ."	6.46	20.81	7	de(6.46)	8.07	30.22	7	de(8.07)	4.92	10.51	6	houtblazers(4.92)	6.1	20.21	6	de(6.1)	7.71	29.48	6	de(7.71)
koper/noun/NB_20000529_01/72270	"""buyer"""	BE	-0.3390214028	2.0459633919	2.5360332822	0.6047625831	-1.2277081147	-0.2948191937	-1.9215931886	0.7002709517	1.2529184522	1.6823109358	0.5842491968	-0.6726637469	2.03	3.86	6	vond(2.03)	"De Franse overheid vond een <font color=""red"">koper</font> voor de afgedankte tuigen in Afrika ."	6.59	28.99	6	vond(6.59)	8.2	37.87	6	vond(8.2)	1.62	2.88	5	vond(1.62)	6.41	27.49	5	vond(6.41)	8.01	35.5	5	vond(8.01)
koper/noun/NB_20000602_01/94148	"""buyer"""	BE	-0.1266266446	5.0107836121	0.1588678499	-0.1428660458	-0.9859234881	1.4958239676	-4.4117713726	-1.9643408224	-0.0434152542	1.5548772483	0.0998753663	2.1667131191	2.39	5.48	8	luxueus(2.39)	"De korzelige huisarts is een van de <font color=""red"">kopers</font> van een luxueus appartement in de Herboschbuilding aan de Van Meterenkaai ."	6.46	28.27	8	De(6.46)	8.07	40.57	8	De(8.07)	2.05	5.22	8	luxueus(2.05)	6.1	28.51	8	De(6.1)	7.71	40.54	8	De(7.71)
koper/noun/NB_20000922_01/76960	"""buyer"""	BE	0.3117939802	0.5410348212	-0.7088780772	-1.0266969866	0.0095105538	1.9122389581	0.0363108671	0.6687376002	-0.5190766097	0.9352034666	0.87386039	1.4856604213	0.58	2.77	10	voor(0.58)	"Vogelkwekers van uit het hele land komen naar Dentergem voor deze ruilbeurs , maar ook geïntereseerde <font color=""red"">kopers</font> uit Duitsland , Frankrijk en zelfs Zwitserland zullen van de partij zijn ."	6.46	29.46	10	de(6.46)	8.07	41.89	11	de(8.07)	0.44	1.97	9	voor(0.44)	6.1	28.17	9	de(6.1)	7.71	40.46	9	de(7.71)
koper/noun/NB_20010108_01/176498	"""buyer"""	BE	-0.6597522282	2.2074855304	2.529271318	3.4903287401	1.401757702	-2.5201186733	-0.9296039611	1.8976070987	2.4258011736	0.0701654671	-0.7629275299	-1.1882659409	3.62	8.5	9	huurder(3.62)	"bovenliggende flats gemakkelijker een huurder of <font color=""red"">koper</font> vinden "" , weet de"	6.59	37.21	9	vinden(6.59)	8.2	50.34	9	vinden(8.2)	3.06	7.02	10	huurder(3.06)	6.41	37.19	10	vinden(6.41)	8.01	51.43	10	vinden(8.01)
koper/noun/NB_20010216_01/102792	"""buyer"""	BE	-1.6818426662	4.5883194496	-3.6165765414	4.818668924	6.1926651352	-0.233739883	-4.130589937	0.1510730647	0.4931319542	-2.7321047652	-3.7145554572	0.858670047	1.75	3.81	6	blote(1.75)	"Het eerste nummer met een ' blote ' Katia Alens deed het niet onaardig met achttienduizend <font color=""red"">kopers</font> ."	6.46	19.8	6	De(6.46)	8.07	29.06	6	De(8.07)	1.19	2.7	7	blote(1.19)	6.1	18.64	7	De(6.1)	7.71	27.8	7	De(7.71)
koper/noun/NB_20010301_01/30772	"""buyer"""	BE	-1.5998744583	0.9829360333	10.5261167137	7.2962878542	8.0896976447	-6.8053236151	0.7205886741	1.9161529626	6.7099637649	-2.5512560603	-5.2411807834	-4.1498192363	1.99	4.08	5	biedt(1.99)	"Zelf ziet hij dat zijn <font color=""red"">kopers</font> een voor een afbellen ."	4.51	17.65	5	biedt(4.51)	6.11	25.55	5	biedt(6.11)	1.67	3.84	6	biedt(1.67)	4.49	17.1	6	biedt(4.49)	6.09	26.1	6	biedt(6.09)
koper/noun/NB_20010409_01/160804	"""buyer"""	BE	-0.5187251897	1.1103258705	2.8431893637	7.1844552297	4.1710892154	-3.5242543725	-0.5798612307	1.10484951	3.8388583248	-1.3859822118	-2.7992676333	-1.6951373818	2.03	6.41	10	gevonden(2.03)	"Blijkbaar is er nog geen <font color=""red"">koper</font> voor het stamnummer gevonden ."	6.59	31.92	10	gevonden(6.59)	8.2	47.05	10	gevonden(8.2)	1.62	4.71	10	gevonden(1.62)	6.41	30.61	10	gevonden(6.41)	8.01	45.36	10	gevonden(8.01)
koper/noun/NB_20010706_01/125942	"""copper"""	BE	4.7275966602	4.0793464389	4.468367944	-10.0406347615	-8.2289497201	-0.4930930211	0.9706874864	-5.4711840851	1.1801222671	6.8622150392	6.2836512916	-1.6986352239	3.06	8.14	7	zilver(3.06)	"Ze willen zelf bepalen wat ze doen met hun natuurlijke rijkdom aan <font color=""red"">koper</font> , zilver en goud en met hun regenwoud . """	4.99	22.34	7	en(4.99)	6.6	33.1	7	en(6.6)	2.98	7.41	9	zilver(2.98)	4.87	23.02	9	goud(4.87)	6.47	34.98	9	goud(6.47)
koper/noun/NB_20010906_01/19690	"""buyer"""	BE	1.0170592922	0.7232662663	2.0435829892	2.8191263158	1.2647212785	-1.467956586	1.2212160489	0.6285984192	1.950896793	0.0983771313	-0.4430644332	-0.5535204029	3.43	8.59	7	koper(3.43)	" <font color=""red"">Koper</font> voor Siporex ?"	6.59	33.93	7	gevonden(6.59)	8.2	45.12	7	gevonden(8.2)	3.79	7.87	7	koper(3.79)	6.41	34.93	7	gevonden(6.41)	8.01	46.1	7	gevonden(8.01)
koper/noun/NB_20011013_01/241769	"""buyer"""	BE	0.9034629761	0.7858313319	-0.2901783798	-0.8785056664	0.5259432412	1.7517950808	0.7454920239	0.1881247909	-0.2984314652	1.0975837133	1.1206782206	1.0058159933	1.66	5.08	8	kopen(1.66)	"Goedgelovige <font color=""red"">kopers</font> krijgen vervalste toegangskaarten ."	6.46	28.88	8	de(6.46)	8.07	40.96	8	de(8.07)	1.82	4.64	9	kopen(1.82)	6.1	29.3	9	de(6.1)	7.71	42.13	9	de(7.71)
koper/noun/NB_20020311_01/57634	"""buyer"""	BE	-1.1208107348	3.1923171217	6.0644412974	0.4966170127	-2.7521973053	-2.5901993619	-3.1125678404	1.2041591155	2.9865892431	2.3817667723	1.048303581	-2.6960989817	1.76	2.96	6	wacht(1.76)	"Het bekende kasteel met zijn inmiddels ingestorte tiendenschuur is eigendom van de broers Michel en Ricardo Desmaisières , en wacht op een nieuwe <font color=""red"">koper</font> ."	5.33	18.95	6	een(5.33)	6.94	27.54	6	een(6.94)	1.45	2.35	5	wacht(1.45)	5.28	19.1	5	een(5.28)	6.88	26.92	5	een(6.88)
koper/noun/NB_20020315_01/32565	"""buyer"""	BE	-0.0840963223	0.3301293018	-2.4305691647	-0.1045858271	1.0774883552	2.9557369295	-1.1947631938	-4.4896615133	-1.2114451029	0.3391225537	0.4281913054	2.6156745407	0.42	1.09	5	De(0.42)	"De <font color=""red"">koper</font> van deze eerste lading was bakkerij Neesen uit Sint-Truiden ."	6.46	17.19	5	De(6.46)	8.07	24.33	6	De(8.07)	1.45	2.27	5	lading(1.45)	6.1	19.75	5	De(6.1)	7.71	27.62	5	De(7.71)
koper/noun/NB_20020628_01/96007	"""buyer"""	BE	1.1327712095	0.5610765278	3.3056301736	-0.5169510939	-1.043521835	-1.3011516132	0.6578592328	-0.0837439145	1.5233534097	1.9486326821	1.3870805043	-1.0123177997	2.33	8.64	10	verkoopt(2.33)	"Een aannemer of bouwpromotor die grond verkoopt , kan de <font color=""red"">koper</font> vanaf 2004 niet meer verplichten om met hem een huis te bouwen ."	6.46	39.15	10	de(6.46)	8.07	54.66	10	de(8.07)	2.33	7.47	10	verkoopt(2.33)	6.18	39.53	10	verkoopt(6.18)	7.79	54.84	10	verkoopt(7.79)
koper/noun/NB_20020814_01/34874	"""buyer"""	BE	-0.5625066378	2.5743909357	2.2512694378	2.3558991549	0.8448103249	-1.3992774367	-2.0022169785	0.66392895	1.8250036945	0.682715602	-0.4893889458	-0.5708285736	2.54	9.45	11	marktkramers(2.54)	"Maar ook de andere waren vinden gretig <font color=""red"">kopers</font> ."	6.59	36.4	11	vinden(6.59)	8.2	52.01	11	vinden(8.2)	2.27	7.4	11	marktkramers(2.27)	6.41	34.73	11	vinden(6.41)	8.01	50.79	11	vinden(8.01)
koper/noun/NB_20021122_01/155658	"""buyer"""	BE	0.0915603889	-0.1050320566	-2.534171099	1.2159071099	2.5832956889	2.2495094319	-0.0270135637	0.771132956	-0.8220835345	-0.4657340295	-0.5471101125	2.1396713366	0.86	2.94	8	minstens(0.86)	"Zo moet de <font color=""red"">koper</font> binnen de twee jaar minstens de helft van zijn oppervlakte bebouwen ."	6.46	23.82	8	de(6.46)	8.07	34.61	8	de(8.07)	0.79	2.51	8	minstens(0.79)	6.1	24.4	8	de(6.1)	7.71	36.28	8	de(7.71)
koper/noun/NB_20030918_01/129653	"""copper"""	BE	8.8267855352	2.5634342014	-0.3175404236	-8.695198598	-6.957349854	2.7453352428	4.2296676381	-6.7845535086	-1.2773536982	5.4326274084	6.1017787724	1.1806938854	6.84	26.64	13	zink(6.84)	"Voor verscheidene elementen , zoals arseen , chroom , <font color=""red"">koper</font> , lood en zink zijn de gemiddelde waarden in de geloosde afvalwaters zelfs gedaald tot onder de drinkwaternorm ."	6.97	46.68	12	zink(6.97)	8.58	62.73	13	zink(8.58)	6.32	24.67	10	zink(6.32)	6.92	47.76	10	zink(6.92)	8.53	63.75	10	zink(8.53)
koper/noun/NB_20031024_01/147107	"""buyer"""	BE	-0.7436723723	-1.3721426831	-0.2185944793	7.5778306702	5.9164725649	-1.558581366	0.9343625837	2.8662584668	0.3617912155	-3.5261475864	-2.461946497	-1.9350591356	5.44	11.05	9	potentiële(5.44)	""" We geven potentiële <font color=""red"">kopers</font> zo veel mogelijk informatie , zodat zij weten waar ze aan beginnen . """	7.68	31.16	9	potentiële(7.68)	9.29	43.71	9	potentiële(9.29)	4.91	9.16	9	potentiële(4.91)	7.59	29.77	9	potentiële(7.59)	9.2	43.04	9	potentiële(9.2)
koper/noun/NB_20040106_01/142778	"""buyer"""	BE	-2.8101107405	1.173053311	5.5964847053	-2.4339273069	-3.4252735589	-3.217716416	2.218224281	2.7562589472	3.783835254	-1.4702541291	-4.0790387591	1.7885208433	4.05	9.6	7	Geïnteresseerde(4.05)	"Geïnteresseerde <font color=""red"">koper</font> is de nv Immomed uit Koksijde die al eigenaar is van het aanpalende perceel dat uitgeeft in de Rode Broeckstraat ."	6.46	27.62	7	de(6.46)	8.07	38.65	8	de(8.07)	3.53	10.92	8	Geïnteresseerde(3.53)	6.1	31.43	8	de(6.1)	7.71	44.01	8	de(7.71)
koper/noun/NB_20040122_01/16340	"""buyer"""	BE	1.4268283024	1.3181262478	2.9597511665	-1.2240994104	-2.3302871944	0.1408615027	-2.4302558469	-1.1260227525	0.8637651115	2.6789843258	2.3149671209	-0.0920469393	1.29	3.36	7	appartement(1.29)	"Het hof van beroep heeft gisteren een klacht behandeld van een <font color=""red"">koper</font> van zo'n illegaal appartement en vonnist op 31 maart ."	5.33	20.09	7	een(5.33)	6.94	30.16	7	een(6.94)	1.94	3.76	8	appartement(1.94)	5.28	21.88	8	een(5.28)	6.88	32.46	8	een(6.88)
koper/noun/NB_20040220_01/20983	"""buyer"""	BE	-1.8130238676	2.7843449634	0.3153131165	-0.6304879291	-0.602839212	1.4029220584	-1.4420988639	1.1390161669	-0.0582269385	1.0429072117	0.9041372979	1.2807683536	1.54	3.31	7	Hierop(1.54)	"Hierop wordt de <font color=""red"">koper</font> van het werfzeil bekend gemaakt en wordt de uitslag bekend gemaakt van de teken- en fotowedstrijd over de toren van de basiliek ."	6.46	25.09	7	de(6.46)	8.07	34.76	7	de(8.07)	0.98	2.66	7	Hierop(0.98)	6.1	25.73	7	de(6.1)	7.71	36.24	7	de(7.71)
koper/noun/NB_20040320_01/183655	"""buyer"""	BE	-4.9972667297	-2.3091972813	7.4311927533	12.2633184266	9.0978233721	-6.5465960703	1.7321795693	6.2011081771	6.6649936064	-4.4392174289	-6.5421006149	-3.0678627767	4.05	4.99	6	geïnteresseerde(4.05)	"Hoewel mijn café vol zat en er veel kijklustigen gepasseerd zijn de voorbije weken , verbaasde het mij dat er slechts drie geïnteresseerde <font color=""red"">kopers</font> waren "" , besluit koster Bart De Wael ."	6.17	16.57	6	geïnteresseerde(6.17)	7.78	24.11	6	geïnteresseerde(7.78)	3.53	4.48	7	geïnteresseerde(3.53)	6.03	16.59	7	geïnteresseerde(6.03)	7.64	24.82	7	geïnteresseerde(7.64)
koper/noun/NB_20040626_01/180663	"""copper"""	BE	4.5579636238	3.7372804519	-3.3423340761	-2.4288930656	-1.0455261439	4.6260212246	0.6363454077	-4.3780164207	-2.3452161101	1.4714070111	1.9705409659	3.625953498	2.91	4.81	6	goud(2.91)	"Flavia voert haar spreuk ik ben van <font color=""red"">koper</font> , de familie van goud hoog in het vaandel ."	6.46	21.21	6	de(6.46)	8.07	29.94	6	de(8.07)	2.62	5.84	7	goud(2.62)	6.1	24.61	7	de(6.1)	7.71	34.65	7	de(7.71)
koper/noun/NB_20040903_01/159068	"""buyer"""	BE	1.7225141951	3.1598607341	7.949829414	-0.6619029363	-2.1132569142	-5.0707087398	3.7748201836	1.7901101351	4.4634845312	2.1837329665	1.5817368345	-3.5471116502	6.14	8.89	7	verkopers(6.14)	"Er is gratis toegang voor <font color=""red"">kopers</font> en verkopers ."	8.2	30.49	7	verkopers(8.2)	9.81	41.35	7	verkopers(9.81)	5.76	8.11	7	verkopers(5.76)	8.3	31.39	7	verkopers(8.3)	9.91	42.44	7	verkopers(9.91)
koper/noun/NB_20050919_01/173035	"""buyer"""	BE	-3.1063643896	-0.8621639207	1.1925446691	-0.9936152905	-1.0967915567	0.8247598621	1.2462758945	4.3845985614	0.1773314023	1.3255589901	1.1455252431	0.88510645	4.05	6.25	8	geïnteresseerde(4.05)	""" Ze stelden al de vragen en handelingen die je van een geïnteresseerde <font color=""red"">koper</font> mag verwachten "" , zegt Luc Volders ."	6.46	32.35	8	de(6.46)	8.07	43.59	8	de(8.07)	3.53	5.5	8	geïnteresseerde(3.53)	6.1	32.73	8	de(6.1)	7.71	44.67	8	de(7.71)
koper/noun/NB_20051231_01/115189	"""buyer"""	BE	-2.9388054914	-0.7239918816	7.1532115827	2.0710961497	-1.4060139437	-5.2767356641	-4.0955962842	3.2782885359	4.0031178995	2.3151150101	-1.2576293328	-3.7988028406	0.58	0.58	1	voor(0.58)	"Gemeente heeft <font color=""red"">koper</font> voor Kluis"	5.23	5.23	1	voor(5.23)	6.84	6.84	1	voor(6.84)	0.44	0.44	1	voor(0.44)	5.15	5.15	1	voor(5.15)	6.75	6.75	1	voor(6.75)
koper/noun/ad19990130/58927	"""buyer"""	NL	0.8168063427	1.0267978095	1.0184928498	-0.4769703153	-0.7446735324	0.663495629	0.0040606263	0.227930397	0.3756486874	1.1999245246	0.963441439	0.5599305628	1.25	7.34	13	meest(1.25)	" <font color=""red"">Kopers</font> van de meest energiezuinige apparaten in hun klasse krijgen bij aanschaf een bon , die ze naar hun energiebedrijf moeten sturen ."	6.46	43.58	13	de(6.46)	8.07	63.33	13	de(8.07)	1.19	5.77	14	apparaten(1.19)	6.1	43.81	14	de(6.1)	7.71	64.4	14	de(7.71)
koper/noun/ad19990603/67434	"""buyer"""	NL	-0.5367137347	0.7303263823	-0.3839128717	1.7572007753	1.631762253	0.9628728679	-2.5534972971	0.02684523	0.1117134575	0.0857543168	-0.4399482774	1.2452832744	1.25	4.11	9	meeste(1.25)	"De praktijk wijst uit dat de meeste <font color=""red"">kopers</font> zich bij de aanschaf van een mobiele telefoon laat leiden door de prijs van het toestel en de vaste maandkosten ."	6.46	31.0	9	De(6.46)	8.07	44.09	9	De(8.07)	2.3	5.29	10	aanschaf(2.3)	6.1	31.68	10	De(6.1)	7.71	46.12	10	De(7.71)
koper/noun/ad19991007/54610	"""buyer"""	NL	1.3844618011	-0.305362755	-1.7540619297	-1.1429296895	0.7875934406	3.0241676394	1.6226027089	0.9972464499	-1.2849538499	-0.5331070769	1.2951958087	2.2102341969	3.43	7.79	8	koper(3.43)	"Een zaak beantwoordt niet aan de overeenkomst indien zij niet de eigenschappen bezit die de <font color=""red"">koper</font> op grond van de overeenkomst mocht verwachten ."	6.46	25.99	8	de(6.46)	8.07	36.98	8	de(8.07)	3.79	8.27	8	koper(3.79)	6.23	28.81	8	koper(6.23)	7.84	40.59	8	koper(7.84)
koper/noun/ad19991007/66534	"""buyer"""	NL	-0.3357477678	0.035314964	-0.9420615686	12.0214940774	8.6778700616	-2.9441402132	-0.1751394317	-0.4325807311	5.0087940216	-3.7769358755	-5.1121473922	-2.4502195754	0.32	1.91	9	Londen(0.32)	"Aanvankelijk zakte de index 6 punten , maar toen duidelijk werd dat Wall Street hoger zou openen , kwamen er meer <font color=""red"">kopers</font> ."	3.34	12.73	9	dat(3.34)	4.92	23.0	9	dat(4.92)	0.64	2.17	8	hoger(0.64)	3.43	16.46	7	hoger(3.43)	5.01	26.64	7	hoger(5.01)
koper/noun/ad19991023/59629	"""buyer"""	NL	0.6934211734	-4.0844993978	-0.5259426387	-2.6508463233	-1.9139688545	2.1473009714	4.216627288	4.4727002857	-1.1979483816	2.1056080974	2.4753935888	1.9919786179	3.11	8.27	9	tussenpersoon(3.11)	"Van de Eijk : "" Bij malversaties pakken we wel de oorspronkelijke <font color=""red"">koper</font> en de bezitter , maar de tussenpersoon blijft buiten schot . """	6.46	23.66	9	de(6.46)	8.07	36.25	9	de(8.07)	3.24	7.21	8	tussenpersoon(3.24)	6.1	23.34	8	de(6.1)	7.71	35.27	8	de(7.71)
koper/noun/ad20000325/25627	"""buyer"""	NL	-0.6340743518	-2.4653890631	2.6052328409	5.2576165632	2.4715295581	-2.43793687	0.6550442679	3.1468344285	2.0569020391	-1.3041788621	-0.4239950453	-1.3300645663	5.44	8.67	8	Potentiële(5.44)	"Potentiële <font color=""red"">kopers</font> kunnen een wagen uitkiezen in elke gewenste uitvoering ."	7.68	30.14	8	Potentiële(7.68)	9.29	42.34	8	Potentiële(9.29)	4.91	9.46	11	Potentiële(4.91)	7.59	32.77	11	Potentiële(7.59)	9.2	47.69	11	Potentiële(9.2)
koper/noun/ad20000429/15011	"""buyer"""	NL	0.4174174922	-0.6172729486	2.7933530241	-1.6723411739	-0.4448963688	3.4760617799	1.3248959699	1.0872985527	0.7326756311	2.5758566686	2.8091577808	0.1483987197	2.11	6.97	7	buitenlandse(2.11)	"Het land heeft een dringende behoefte aan de dollars waarmee internationale <font color=""red"">kopers</font> de tabaksproducenten betalen ."	6.46	29.15	7	de(6.46)	8.07	40.21	7	de(8.07)	1.74	6.65	7	buitenlandse(1.74)	6.1	30.46	7	de(6.1)	7.71	41.51	7	de(7.71)
koper/noun/ad20001027/6088	"""buyer"""	NL	0.2400497536	1.2672115687	-0.1836656232	1.5566841978	1.6513575296	0.7726867553	-0.6078592339	-0.0112380986	0.2605486166	0.0500409739	-0.2437739569	0.9838100037	1.64	5.25	12	let(1.64)	"Uit onderzoek in opdracht van het Algemeen Dagblad en de Avro is echter gebleken dat slechts één procent van de <font color=""red"">kopers</font> op de gebruiksaanwijzing let bij het lezen van een etiket ."	6.46	35.63	12	de(6.46)	8.07	52.55	12	de(8.07)	1.59	4.65	12	let(1.59)	6.1	36.81	12	de(6.1)	7.71	54.27	12	de(7.71)
koper/noun/ad20001206/42427	"""buyer"""	NL	0.2212164783	0.6657793713	0.7385510443	0.9791736551	0.4815935319	0.4449316904	0.171381128	0.4214400617	0.5237474506	0.5026179867	0.2557277947	0.6223271211	1.28	4.97	10	onbekende(1.28)	" <font color=""red"">Koper</font> QBE is geen onbekende voor de Nederlanders ."	6.46	38.12	10	de(6.46)	8.07	52.45	10	de(8.07)	0.84	3.83	9	onbekende(0.84)	6.1	37.92	9	de(6.1)	7.71	52.14	9	de(7.71)
koper/noun/ad20010207/30993	"""buyer"""	NL	1.5089451091	0.1878843541	-1.1649260013	-2.7097962658	-1.0019592724	3.0435845072	1.685435592	0.7777554626	-1.7293919058	0.2829003094	2.2508539329	1.7987656463	3.43	7.82	9	Kopers(3.43)	"Daarbij gaat het behalve om persoonlijke begeleiding van de <font color=""red"">koper</font> ook om het uitgebreid toepassen van internet ."	6.46	26.52	9	de(6.46)	8.07	38.34	9	de(8.07)	3.79	8.04	10	Kopers(3.79)	6.23	29.89	10	Kopers(6.23)	7.84	43.23	10	Kopers(7.84)
